,Feature,T-Statistic,P-Value,Corrected P-Value
335,Cells_RadialDistribution_FracAtD_mito_tubeness_14of20,-6.640941478205598,1.3808657506081155e-06,2.9515209245186144e-05
336,Cells_RadialDistribution_FracAtD_mito_tubeness_15of16,-8.481662710575769,1.594346792845095e-08,7.758058620854484e-07
337,Cells_RadialDistribution_FracAtD_mito_tubeness_15of20,-9.25064425149778,1.2151395739607368e-08,6.167159988273846e-07
338,Cells_RadialDistribution_FracAtD_mito_tubeness_16of16,-5.006855221370062,4.611489969988869e-05,0.0005145681479514767
339,Cells_RadialDistribution_FracAtD_mito_tubeness_16of20,-11.495093101206587,1.1538818352541013e-10,1.4574065392788297e-08
340,Cells_RadialDistribution_FracAtD_mito_tubeness_17of20,-11.468807991748617,5.712300406937181e-11,9.454328577429767e-09
341,Cells_RadialDistribution_FracAtD_mito_tubeness_18of20,-10.093329672785726,6.574577700890544e-10,5.876611227437209e-08
342,Cells_RadialDistribution_FracAtD_mito_tubeness_19of20,-7.225389460645245,2.5400791470697747e-07,8.155900390591384e-06
343,Cells_RadialDistribution_FracAtD_mito_tubeness_1of16,4.623833702143385,0.00014565797999316853,0.0013613973575599117
344,Cells_RadialDistribution_FracAtD_mito_tubeness_1of20,4.797259830913316,0.00012538188771978525,0.0012238992298605612
345,Cells_RadialDistribution_FracAtD_mito_tubeness_20of20,-4.530415405253822,0.0001502178678673021,0.0014012417714104068
346,Cells_RadialDistribution_FracAtD_mito_tubeness_2of16,4.3745314497556045,0.0003332242942927973,0.002740102210909413
347,Cells_RadialDistribution_FracAtD_mito_tubeness_2of20,4.48810987950983,0.000245195435042506,0.002119638193041444
348,Cells_RadialDistribution_FracAtD_mito_tubeness_3of16,4.403093822827324,0.00024451678712619735,0.0021176499729094523
349,Cells_RadialDistribution_FracAtD_mito_tubeness_3of20,4.350716820064318,0.00030096171598445497,0.0025142288485781017
350,Cells_RadialDistribution_FracAtD_mito_tubeness_4of16,4.746721319024875,0.0001083713597146682,0.0010768690902173347
351,Cells_RadialDistribution_FracAtD_mito_tubeness_4of20,4.3894821789462,0.0002501020001553959,0.0021424345566850612
352,Cells_RadialDistribution_FracAtD_mito_tubeness_5of16,6.7214486913641265,2.1450443813818316e-06,4.3083444596264874e-05
353,Cells_RadialDistribution_FracAtD_mito_tubeness_5of20,4.807382647828796,9.445561365964399e-05,0.0009567178035912438
354,Cells_RadialDistribution_FracAtD_mito_tubeness_6of16,8.589592386980094,9.158062596216284e-08,3.403626413711879e-06
355,Cells_RadialDistribution_FracAtD_mito_tubeness_6of20,6.423045144232147,3.833220933808708e-06,6.985638149643667e-05
356,Cells_RadialDistribution_FracAtD_mito_tubeness_7of16,10.359643116141147,1.006900001129975e-08,5.609391568123547e-07
357,Cells_RadialDistribution_FracAtD_mito_tubeness_7of20,7.840106666298356,3.8107408345833217e-07,1.0967498011727609e-05
358,Cells_RadialDistribution_FracAtD_mito_tubeness_8of16,13.310712574952795,1.1733357731482103e-10,1.4574065392788297e-08
359,Cells_RadialDistribution_FracAtD_mito_tubeness_8of20,9.571684978233314,2.5252341224285827e-08,1.1166180906627038e-06
360,Cells_RadialDistribution_FracAtD_mito_tubeness_9of16,12.533378794872913,2.1927983276599934e-11,5.1750040532775845e-09
361,Cells_RadialDistribution_FracAtD_mito_tubeness_9of20,11.11121148875213,2.6850930423273696e-09,1.810519879969312e-07
363,Cells_RadialDistribution_MeanFrac_AGP_1of4,4.45192887548383,0.0009516214005286994,0.006586001481664899
364,Cells_RadialDistribution_MeanFrac_AGP_2of4,3.3929017907805554,0.005597842330209135,0.02926402505950157
366,Cells_RadialDistribution_MeanFrac_AGP_4of4,-3.919539205357033,0.0022516754506983283,0.01376672037214522
369,Cells_RadialDistribution_MeanFrac_DNA_3of4,-2.8724130257082097,0.008745641850792324,0.04199331590614422
371,Cells_RadialDistribution_MeanFrac_ER_1of4,8.465732456006856,2.0950523858708953e-07,6.9151379449724655e-06
372,Cells_RadialDistribution_MeanFrac_ER_2of4,5.643237206399385,2.4347008677313563e-05,0.000304797777632736
374,Cells_RadialDistribution_MeanFrac_ER_4of4,-7.639397338518982,3.896249316596774e-07,1.1094511359500306e-05
375,Cells_RadialDistribution_MeanFrac_Mito_1of4,9.537132488138916,1.1945441736423779e-08,6.128530977817416e-07
376,Cells_RadialDistribution_MeanFrac_Mito_2of4,7.540911229473138,1.423030523279758e-07,5.012465723791386e-06
378,Cells_RadialDistribution_MeanFrac_Mito_4of4,-7.787057583174628,8.517075491317984e-08,3.2416965778181686e-06
379,Cells_RadialDistribution_MeanFrac_RNA_1of4,7.543707577902375,9.680807434312728e-07,2.284670554497804e-05
380,Cells_RadialDistribution_MeanFrac_RNA_2of4,5.743426212266975,2.676342383472793e-05,0.00032982600652719537
382,Cells_RadialDistribution_MeanFrac_RNA_4of4,-9.115090412634006,4.7929353234041386e-08,1.9502288557299596e-06
384,Cells_RadialDistribution_MeanFrac_mito_tubeness_10of20,14.978674895144534,1.216675907959679e-12,7.178387856962107e-10
385,Cells_RadialDistribution_MeanFrac_mito_tubeness_11of16,-7.171167694465101,1.2918301826257651e-06,2.809879475573093e-05
386,Cells_RadialDistribution_MeanFrac_mito_tubeness_11of20,15.733368102254948,1.1171129063843093e-13,1.104868491271242e-10
387,Cells_RadialDistribution_MeanFrac_mito_tubeness_12of16,-8.672392946802209,3.6424971881473556e-08,1.548881687212209e-06
388,Cells_RadialDistribution_MeanFrac_mito_tubeness_12of20,4.719518853107997,0.00017000473480959416,0.0015611329733488024
389,Cells_RadialDistribution_MeanFrac_mito_tubeness_13of16,-10.32405327910459,4.687600930897278e-10,4.515403345680643e-08
390,Cells_RadialDistribution_MeanFrac_mito_tubeness_13of20,-4.886984951684212,0.00014362817370506967,0.001350448167107428
391,Cells_RadialDistribution_MeanFrac_mito_tubeness_14of16,-11.46529580053092,5.808803575115747e-11,9.454328577429767e-09
392,Cells_RadialDistribution_MeanFrac_mito_tubeness_14of20,-7.884660902647741,3.0247394240514675e-07,9.151775693283927e-06
393,Cells_RadialDistribution_MeanFrac_mito_tubeness_15of16,-9.512212664210118,1.0990277798352219e-08,5.828551821148592e-07
394,Cells_RadialDistribution_MeanFrac_mito_tubeness_15of20,-8.791576128469549,2.5700650118854294e-08,1.1232135977869654e-06
395,Cells_RadialDistribution_MeanFrac_mito_tubeness_16of16,-5.357167000333455,6.793306335642631e-05,0.0007287364978234822
396,Cells_RadialDistribution_MeanFrac_mito_tubeness_16of20,-10.144739810013421,6.598737183351104e-10,5.876611227437209e-08
397,Cells_RadialDistribution_MeanFrac_mito_tubeness_17of20,-11.174272449306613,9.802678968992682e-11,1.3219612781041559e-08
398,Cells_RadialDistribution_MeanFrac_mito_tubeness_18of20,-11.075812328366297,1.452286347552963e-10,1.7576388616538424e-08
399,Cells_RadialDistribution_MeanFrac_mito_tubeness_19of20,-7.930097994551965,4.058146432157743e-07,1.1469731233403921e-05
401,Cells_RadialDistribution_MeanFrac_mito_tubeness_1of20,2.8169671445249245,0.01048216067132559,0.04849095872434202
402,Cells_RadialDistribution_MeanFrac_mito_tubeness_20of20,-4.620387877785998,0.0002477117802417151,0.002129689622478862
407,Cells_RadialDistribution_MeanFrac_mito_tubeness_4of16,2.851248527930231,0.00936597235486547,0.044423692446035196
409,Cells_RadialDistribution_MeanFrac_mito_tubeness_5of16,5.2549985410832285,3.166782348139545e-05,0.0003784104476764216
410,Cells_RadialDistribution_MeanFrac_mito_tubeness_5of20,2.891513625068131,0.008531408756213995,0.041216222445578356
411,Cells_RadialDistribution_MeanFrac_mito_tubeness_6of16,8.285740365788033,4.16332578289269e-08,1.7390174951551767e-06
412,Cells_RadialDistribution_MeanFrac_mito_tubeness_6of20,4.81689515434877,9.136671317544571e-05,0.0009334434765976272
413,Cells_RadialDistribution_MeanFrac_mito_tubeness_7of16,10.76268756741419,7.593921042475168e-10,6.63764950379311e-08
414,Cells_RadialDistribution_MeanFrac_mito_tubeness_7of20,7.275478968005598,3.561294052122128e-07,1.0505817453760278e-05
415,Cells_RadialDistribution_MeanFrac_mito_tubeness_8of16,14.699259947353408,1.5976441585970036e-12,7.887093423174648e-10
416,Cells_RadialDistribution_MeanFrac_mito_tubeness_8of20,9.742900754380738,3.2834445969528314e-09,2.1229943147421046e-07
417,Cells_RadialDistribution_MeanFrac_mito_tubeness_9of16,15.033591077746214,3.345584511207447e-13,2.2558798418427358e-10
418,Cells_RadialDistribution_MeanFrac_mito_tubeness_9of20,11.583514575381843,1.7962162240076876e-10,2.0186048993610204e-08
420,Cells_RadialDistribution_RadialCV_AGP_1of4,5.197780968324104,5.756366567317415e-05,0.000630395596235225
421,Cells_RadialDistribution_RadialCV_AGP_2of4,4.505864400924837,0.0006986952170333914,0.005105017684826018
424,Cells_RadialDistribution_RadialCV_DNA_1of4,4.759632214156332,0.0002042990784739463,0.0018228575621871959
425,Cells_RadialDistribution_RadialCV_DNA_2of4,4.651422988322014,0.00021019781240788223,0.0018614140235744918
428,Cells_RadialDistribution_RadialCV_ER_1of4,6.504146549592618,1.7049650851704593e-06,3.543602058600178e-05
429,Cells_RadialDistribution_RadialCV_ER_2of4,8.770691663523122,1.022050158598782e-08,5.609391568123547e-07
430,Cells_RadialDistribution_RadialCV_ER_3of4,6.260192316496254,2.488002853200998e-06,4.812857978323243e-05
432,Cells_RadialDistribution_RadialCV_Mito_1of4,5.62291609044716,1.6237727584315595e-05,0.00021468368122680561
433,Cells_RadialDistribution_RadialCV_Mito_2of4,9.780316635454962,2.4298038969802767e-09,1.6621267237314357e-07
434,Cells_RadialDistribution_RadialCV_Mito_3of4,5.901077735665637,7.3457154462544675e-06,0.00011555693144162378
436,Cells_RadialDistribution_RadialCV_RNA_1of4,6.25415591588648,2.7665072389077156e-06,5.265287970824362e-05
437,Cells_RadialDistribution_RadialCV_RNA_2of4,7.63312418209409,1.1197567762844562e-07,4.129103112548932e-06
438,Cells_RadialDistribution_RadialCV_RNA_3of4,7.994208563754935,1.1903224040549279e-07,4.321785959337892e-06
439,Cells_RadialDistribution_RadialCV_RNA_4of4,3.9941465247894854,0.0005707781279882112,0.004331306694701538
442,Cells_RadialDistribution_RadialCV_mito_tubeness_11of16,5.546139380428473,3.158613071395045e-05,0.0003783922258117922
444,Cells_RadialDistribution_RadialCV_mito_tubeness_12of16,7.36115041460138,3.901883232366633e-07,1.1094511359500306e-05
446,Cells_RadialDistribution_RadialCV_mito_tubeness_13of16,4.934909169965583,0.0004463612629983816,0.003534941545893223
447,Cells_RadialDistribution_RadialCV_mito_tubeness_13of20,3.6250188790335955,0.002233717423773084,0.013674638443850787
449,Cells_RadialDistribution_RadialCV_mito_tubeness_14of20,6.535462436697403,3.4057466308251683e-06,6.32878901476173e-05
451,Cells_RadialDistribution_RadialCV_mito_tubeness_15of20,7.382631247680799,4.991201499597441e-07,1.361761333994215e-05
453,Cells_RadialDistribution_RadialCV_mito_tubeness_16of20,5.181860246310774,0.00028084202952240135,0.0023586732728571786
597,Cells_Texture_Correlation_AGP_10_00_256,6.791582642142722,1.0653410203987246e-06,2.4059376154459233e-05
598,Cells_Texture_Correlation_AGP_10_01_256,4.674443119776903,0.00012769086292536015,0.0012325171227151326
599,Cells_Texture_Correlation_AGP_10_02_256,6.633418476741831,1.3819621277936733e-06,2.9515209245186144e-05
600,Cells_Texture_Correlation_AGP_10_03_256,4.9651986043191965,5.634267535933308e-05,0.0006199007638602613
601,Cells_Texture_Correlation_AGP_3_00_256,8.08015320849438,4.779168407141683e-07,1.3191622737841372e-05
602,Cells_Texture_Correlation_AGP_3_01_256,7.9022814217524715,5.527156280700937e-07,1.466575577325457e-05
603,Cells_Texture_Correlation_AGP_3_02_256,7.587835906783772,1.5277386812846747e-06,3.233599361284155e-05
604,Cells_Texture_Correlation_AGP_3_03_256,8.026425178194941,3.7618750740530404e-07,1.0952621407414665e-05
605,Cells_Texture_Correlation_AGP_5_00_256,8.168745962325458,2.2107102328995959e-07,7.2462168745042304e-06
606,Cells_Texture_Correlation_AGP_5_01_256,7.564735831409314,3.3326148254329073e-07,9.893045267951774e-06
607,Cells_Texture_Correlation_AGP_5_02_256,7.665581808018381,6.540013436165606e-07,1.6868231376339703e-05
608,Cells_Texture_Correlation_AGP_5_03_256,7.671543202934605,2.8161619523256784e-07,8.802837360912054e-06
609,Cells_Texture_Correlation_DNA_10_00_256,-3.879629467114179,0.0009754938053169747,0.006711852421422916
610,Cells_Texture_Correlation_DNA_10_01_256,-5.582316469255734,1.9018897033793755e-05,0.000245942997258922
611,Cells_Texture_Correlation_DNA_10_02_256,-6.286180814307582,6.567777554358877e-06,0.00010652890053805464
612,Cells_Texture_Correlation_DNA_10_03_256,-7.220639346526017,2.8959660555709984e-07,8.875947910581241e-06
620,Cells_Texture_Correlation_DNA_5_03_256,-3.6830200837788376,0.001930793472184345,0.0120546894030557
625,Cells_Texture_Correlation_ER_3_00_256,6.471815766090875,1.7532308106649058e-06,3.613646037702339e-05
626,Cells_Texture_Correlation_ER_3_01_256,5.8374847092334905,3.11097301610771e-05,0.00037458654683745894
627,Cells_Texture_Correlation_ER_3_02_256,6.871980457635407,1.0041820123427356e-06,2.346405494186986e-05
628,Cells_Texture_Correlation_ER_3_03_256,6.61830843396106,7.058302215206378e-06,0.00011217234496893639
629,Cells_Texture_Correlation_ER_5_00_256,5.513860409524167,7.325892783967694e-05,0.0007787886022596287
630,Cells_Texture_Correlation_ER_5_01_256,3.6819894140777647,0.003470155111769128,0.019733894129578655
631,Cells_Texture_Correlation_ER_5_02_256,5.575837181340104,8.651052540734331e-05,0.0008896071458010032
632,Cells_Texture_Correlation_ER_5_03_256,4.558404185982383,0.0007715770362438167,0.005560066581787504
633,Cells_Texture_Correlation_Mito_10_00_256,3.4621066674415863,0.0024989223180233488,0.014987183406696577
635,Cells_Texture_Correlation_Mito_10_02_256,2.8232194424025763,0.0103417584439123,0.04818667310490233
637,Cells_Texture_Correlation_Mito_3_00_256,5.221781538775304,3.580054338116361e-05,0.00041930164952628347
638,Cells_Texture_Correlation_Mito_3_01_256,4.580639795975719,0.0001661040445844382,0.0015312716610127897
639,Cells_Texture_Correlation_Mito_3_02_256,4.422039518589949,0.00022495072733409336,0.001969883920254027
640,Cells_Texture_Correlation_Mito_3_03_256,4.583040904254106,0.00015970570545898707,0.0014780606466008215
641,Cells_Texture_Correlation_Mito_5_00_256,4.667877328878919,0.00014138915491258258,0.001345220915288632
642,Cells_Texture_Correlation_Mito_5_01_256,3.88075076577894,0.0009297172669808999,0.006472367994321308
643,Cells_Texture_Correlation_Mito_5_02_256,4.059193663637524,0.0005584964636618055,0.004251779529812454
644,Cells_Texture_Correlation_Mito_5_03_256,3.8830439987956145,0.0008725470548326507,0.006128604313705523
645,Cells_Texture_Correlation_RNA_10_00_256,2.9856745050603637,0.00989975724529797,0.04644816520656701
649,Cells_Texture_Correlation_RNA_3_00_256,8.715336129804722,1.783354116030241e-08,8.502455987538119e-07
650,Cells_Texture_Correlation_RNA_3_01_256,7.403982998563824,1.787566363827255e-07,6.113995099467133e-06
651,Cells_Texture_Correlation_RNA_3_02_256,8.351648010029944,2.7341836990325572e-08,1.183976794443456e-06
652,Cells_Texture_Correlation_RNA_3_03_256,9.171776416985683,3.836143836026946e-09,2.446837690006376e-07
